utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220310	12	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8030067297	345.7959899	CO	3 - 2	0.1	a20220310_00012_01_0001.sdf
20220310	12	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8030067297	355.7959899	No Line	No Line	0.1	a20220310_00012_02_0001.sdf
20220310	13	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8029967267	345.7959899	CO	3 - 2	0.1	a20220310_00013_01_0001.sdf
20220310	13	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8029967267	355.7959899	No Line	No Line	0.1	a20220310_00013_02_0001.sdf
20220310	14	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8029870004	345.7959899	CO	3 - 2	0.098	a20220310_00014_01_0001.sdf
20220310	14	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8029870004	355.7959899	No Line	No Line	0.098	a20220310_00014_02_0001.sdf
20220310	15	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8029771696	345.7959899	CO	3 - 2	0.098	a20220310_00015_01_0001.sdf
20220310	15	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8029771696	355.7959899	No Line	No Line	0.098	a20220310_00015_02_0001.sdf
20220310	16	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8029676605	345.7959899	CO	3 - 2	0.097	a20220310_00016_01_0001.sdf
20220310	16	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8029676605	355.7959899	No Line	No Line	0.097	a20220310_00016_02_0001.sdf
20220310	17	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8029580313	345.7959899	CO	3 - 2	0.097	a20220310_00017_01_0001.sdf
20220310	17	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8029580313	355.7959899	No Line	No Line	0.097	a20220310_00017_02_0001.sdf
20220310	18	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.802948781	345.7959899	CO	3 - 2	0.097	a20220310_00018_01_0001.sdf
20220310	18	JCMTCAL	IRC+10216	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.802948781	355.7959899	No Line	No Line	0.097	a20220310_00018_02_0001.sdf
20220310	19	JCMTCAL	IRC+10216	IRC+10216 12CO(3-2) 345.796	USB	1	250MHzx8192	340.8033995051	345.7959899	CO	3 - 2	0.093	a20220310_00019_01_0001.sdf
20220310	19	JCMTCAL	IRC+10216	IRC+10216 12CO(3-2) 345.796	USB	2	1000MHzx2048	340.8033995051	345.7959899	CO	3 - 2	0.093	a20220310_00019_02_0001.sdf
20220310	19	JCMTCAL	IRC+10216	IRC+10216 12CO(3-2) 345.796	LSB	3	250MHzx8192	340.8033995051	335.7968570914	No Line	No Line	0.093	a20220310_00019_03_0001.sdf
20220310	19	JCMTCAL	IRC+10216	IRC+10216 12CO(3-2) 345.796	LSB	4	1000MHzx2048	340.8033995051	335.7968570914	No Line	No Line	0.093	a20220310_00019_04_0001.sdf
20220310	20	JCMTCAL	RXBoo	Aweoweo Point Focus-Z (7-sample)	LSB	1	1000MHzx2048	350.8258898565	345.7959899	CO	3 - 2	0.096	a20220310_00020_01_0001.sdf
20220310	20	JCMTCAL	RXBoo	Aweoweo Point Focus-Z (7-sample)	USB	2	1000MHzx2048	350.8258898565	355.7959899	No Line	No Line	0.096	a20220310_00020_02_0001.sdf
20220310	21	JCMTCAL	RXBoo	Aweoweo Point Focus-Z (7-sample)	LSB	1	1000MHzx2048	350.8258811516	345.7959899	CO	3 - 2	0.096	a20220310_00021_01_0001.sdf
20220310	21	JCMTCAL	RXBoo	Aweoweo Point Focus-Z (7-sample)	USB	2	1000MHzx2048	350.8258811516	355.7959899	No Line	No Line	0.096	a20220310_00021_02_0001.sdf
20220310	22	M20AL014	IRAS14437+1520	Beam-switch stare	USB	1	1000MHzx2048	340.8330936913	345.7959899	CO	3 - 2	0.091	a20220310_00022_01_0001.sdf
20220310	22	M20AL014	IRAS14437+1520	Beam-switch stare	LSB	2	1000MHzx2048	340.8330936913	335.7959899	No Line	No Line	0.091	a20220310_00022_02_0001.sdf
20220310	23	JCMTCAL	WHya	Aweoweo Point Focus-Z (7-sample) (1X)_done_20220310T011729	LSB	1	1000MHzx2048	350.7750160046	345.7959899	CO	3 - 2	0.087	a20220310_00023_01_0001.sdf
20220310	23	JCMTCAL	WHya	Aweoweo Point Focus-Z (7-sample) (1X)_done_20220310T011729	USB	2	1000MHzx2048	350.7750160046	355.7959899	No Line	No Line	0.087	a20220310_00023_02_0001.sdf
20220310	24	JCMTCAL	WHya	Aweoweo Point Focus-Z (7-sample) (1X)_done_20220310T011729	LSB	1	1000MHzx2048	350.7750059198	345.7959899	CO	3 - 2	0.087	a20220310_00024_01_0001.sdf
20220310	24	JCMTCAL	WHya	Aweoweo Point Focus-Z (7-sample) (1X)_done_20220310T011729	USB	2	1000MHzx2048	350.7750059198	355.7959899	No Line	No Line	0.087	a20220310_00024_02_0001.sdf
20220310	25	JCMTCAL	WHya	Aweoweo Point Focus-Z (7-sample) (1X)_done_20220310T011729	LSB	1	1000MHzx2048	350.7749965994	345.7959899	CO	3 - 2	0.087	a20220310_00025_01_0001.sdf
20220310	25	JCMTCAL	WHya	Aweoweo Point Focus-Z (7-sample) (1X)_done_20220310T011729	USB	2	1000MHzx2048	350.7749965994	355.7959899	No Line	No Line	0.087	a20220310_00025_02_0001.sdf
20220310	26	M20AL014	IRAS13465-3412	Beam-switch stare	USB	1	1000MHzx2048	340.8212499847	345.7959899	CO	3 - 2	0.097	a20220310_00026_01_0001.sdf
