utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220308	4	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7790919655	345.7959899	CO	3 - 2	0.111	a20220308_00004_01_0001.sdf
20220308	4	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7790919655	355.7959899	No Line	No Line	0.111	a20220308_00004_02_0001.sdf
20220308	5	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7790839693	345.7959899	CO	3 - 2	0.111	a20220308_00005_01_0001.sdf
20220308	5	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7790839693	355.7959899	No Line	No Line	0.111	a20220308_00005_02_0001.sdf
20220308	6	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7790759881	345.7959899	CO	3 - 2	0.13	a20220308_00006_01_0001.sdf
20220308	6	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7790759881	355.7959899	No Line	No Line	0.13	a20220308_00006_02_0001.sdf
20220308	7	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7790681811	345.7959899	CO	3 - 2	0.13	a20220308_00007_01_0001.sdf
20220308	7	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7790681811	355.7959899	No Line	No Line	0.13	a20220308_00007_02_0001.sdf
20220308	9	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7790566995	345.7959899	CO	3 - 2	0.114	a20220308_00009_01_0001.sdf
20220308	9	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7790566995	355.7959899	No Line	No Line	0.114	a20220308_00009_02_0001.sdf
