utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220322	9	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7804117578	345.7959899	CO	3 - 2	0.068	a20220322_00009_01_0001.sdf
20220322	9	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7804117578	355.7959899	No Line	No Line	0.068	a20220322_00009_02_0001.sdf
20220322	10	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7804047917	345.7959899	CO	3 - 2	0.086	a20220322_00010_01_0001.sdf
20220322	10	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7804047917	355.7959899	No Line	No Line	0.086	a20220322_00010_02_0001.sdf
20220322	11	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7803978452	345.7959899	CO	3 - 2	0.086	a20220322_00011_01_0001.sdf
20220322	11	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7803978452	355.7959899	No Line	No Line	0.086	a20220322_00011_02_0001.sdf
20220322	12	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7803905311	345.7959899	CO	3 - 2	0.089	a20220322_00012_01_0001.sdf
20220322	12	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7803905311	355.7959899	No Line	No Line	0.089	a20220322_00012_02_0001.sdf
20220322	13	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7803834136	345.7959899	CO	3 - 2	0.089	a20220322_00013_01_0001.sdf
20220322	13	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7803834136	355.7959899	No Line	No Line	0.089	a20220322_00013_02_0001.sdf
20220322	14	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	USB	1	250MHzx8192	340.7807222414	345.7959899	CO	3 - 2	0.091	a20220322_00014_01_0001.sdf
20220322	14	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	USB	2	1000MHzx2048	340.7807222414	345.7959899	CO	3 - 2	0.091	a20220322_00014_02_0001.sdf
20220322	14	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	LSB	3	250MHzx8192	340.7807222414	335.7967236872	No Line	No Line	0.091	a20220322_00014_03_0001.sdf
20220322	14	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	LSB	4	1000MHzx2048	340.7807222414	335.7967236872	No Line	No Line	0.091	a20220322_00014_04_0001.sdf
