utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220126	8	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7864005231	345.7959899	CO	3 - 2	0.176	a20220126_00008_01_0001.sdf
20220126	8	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7864005231	355.7959899	No Line	No Line	0.176	a20220126_00008_02_0001.sdf
20220126	9	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7863919687	345.7959899	CO	3 - 2	0.176	a20220126_00009_01_0001.sdf
20220126	9	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7863919687	355.7959899	No Line	No Line	0.176	a20220126_00009_02_0001.sdf
20220126	10	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7863841064	345.7959899	CO	3 - 2	0.176	a20220126_00010_01_0001.sdf
20220126	10	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7863841064	355.7959899	No Line	No Line	0.176	a20220126_00010_02_0001.sdf
20220126	11	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7863753372	345.7959899	CO	3 - 2	0.176	a20220126_00011_01_0001.sdf
20220126	11	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7863753372	355.7959899	No Line	No Line	0.176	a20220126_00011_02_0001.sdf
20220126	12	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7863656778	345.7959899	CO	3 - 2	0.176	a20220126_00012_01_0001.sdf
20220126	12	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7863656778	355.7959899	No Line	No Line	0.176	a20220126_00012_02_0001.sdf
20220126	13	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7863558385	345.7959899	CO	3 - 2	0.176	a20220126_00013_01_0001.sdf
20220126	13	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7863558385	355.7959899	No Line	No Line	0.176	a20220126_00013_02_0001.sdf
20220126	14	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7863428313	345.7959899	CO	3 - 2	0.167	a20220126_00014_01_0001.sdf
20220126	14	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7863428313	355.7959899	No Line	No Line	0.167	a20220126_00014_02_0001.sdf
20220126	15	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7863323488	345.7959899	CO	3 - 2	0.207	a20220126_00015_01_0001.sdf
20220126	15	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7863323488	355.7959899	No Line	No Line	0.207	a20220126_00015_02_0001.sdf
20220126	16	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	LSB	1	250MHzx8192	350.786666094	345.7959899	CO	3 - 2	0.207	a20220126_00016_01_0001.sdf
20220126	16	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	LSB	2	1000MHzx2048	350.786666094	345.7959899	CO	3 - 2	0.207	a20220126_00016_02_0001.sdf
