utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220117	1	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.790126637	345.7959899	CO	3 - 2	0.116	a20220117_00001_01_0001.sdf
20220117	1	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.790126637	355.7959899	No Line	No Line	0.116	a20220117_00001_02_0001.sdf
20220117	2	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7901203065	345.7959899	CO	3 - 2	0.116	a20220117_00002_01_0001.sdf
20220117	2	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7901203065	355.7959899	No Line	No Line	0.116	a20220117_00002_02_0001.sdf
20220117	3	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.790114	345.7959899	CO	3 - 2	0.111	a20220117_00003_01_0001.sdf
20220117	3	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.790114	355.7959899	No Line	No Line	0.111	a20220117_00003_02_0001.sdf
20220117	4	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7901076922	345.7959899	CO	3 - 2	0.111	a20220117_00004_01_0001.sdf
20220117	4	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7901076922	355.7959899	No Line	No Line	0.111	a20220117_00004_02_0001.sdf
20220117	5	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7901011015	345.7959899	CO	3 - 2	0.114	a20220117_00005_01_0001.sdf
20220117	5	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7901011015	355.7959899	No Line	No Line	0.114	a20220117_00005_02_0001.sdf
20220117	6	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7900947919	345.7959899	CO	3 - 2	0.114	a20220117_00006_01_0001.sdf
20220117	6	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7900947919	355.7959899	No Line	No Line	0.114	a20220117_00006_02_0001.sdf
20220117	7	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7900878292	345.7959899	CO	3 - 2	0.118	a20220117_00007_01_0001.sdf
20220117	7	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7900878292	355.7959899	No Line	No Line	0.118	a20220117_00007_02_0001.sdf
20220117	8	JCMTCAL	CRL618	CRL618 C18O(3-2) 329.3305453	LSB	1	250MHzx8192	334.3252456984	329.3305453	C-18-O	3 - 2	0.118	a20220117_00008_01_0001.sdf
20220117	8	JCMTCAL	CRL618	CRL618 C18O(3-2) 329.3305453	LSB	2	1000MHzx2048	334.3252456984	329.3305453	C-18-O	3 - 2	0.118	a20220117_00008_02_0001.sdf
20220117	8	JCMTCAL	CRL618	CRL618 C18O(3-2) 329.3305453	USB	3	250MHzx8192	334.3252456984	339.3298115128	No Line	No Line	0.118	a20220117_00008_03_0001.sdf
20220117	8	JCMTCAL	CRL618	CRL618 C18O(3-2) 329.3305453	USB	4	1000MHzx2048	334.3252456984	339.3298115128	No Line	No Line	0.118	a20220117_00008_04_0001.sdf
20220117	9	JCMTCAL	CRL618	CRL618 13CO(3-2) 330.588	LSB	1	250MHzx8192	335.5826314748	330.5879601	13-CO	3 - 2	0.125	a20220117_00009_01_0001.sdf
20220117	9	JCMTCAL	CRL618	CRL618 13CO(3-2) 330.588	LSB	2	1000MHzx2048	335.5826314748	330.5879601	13-CO	3 - 2	0.125	a20220117_00009_02_0001.sdf
20220117	9	JCMTCAL	CRL618	CRL618 13CO(3-2) 330.588	USB	3	250MHzx8192	335.5826314748	340.5872263128	No Line	No Line	0.125	a20220117_00009_03_0001.sdf
20220117	9	JCMTCAL	CRL618	CRL618 13CO(3-2) 330.588	USB	4	1000MHzx2048	335.5826314748	340.5872263128	No Line	No Line	0.125	a20220117_00009_04_0001.sdf
