utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220709	19	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7961358477	345.7959899	CO	3 - 2	0.197	a20220709_00019_01_0001.sdf
20220709	19	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7961358477	355.7959899	No Line	No Line	0.197	a20220709_00019_02_0001.sdf
20220709	20	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7961256811	345.7959899	CO	3 - 2	0.197	a20220709_00020_01_0001.sdf
20220709	20	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7961256811	355.7959899	No Line	No Line	0.197	a20220709_00020_02_0001.sdf
20220709	21	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7961148742	345.7959899	CO	3 - 2	0.197	a20220709_00021_01_0001.sdf
20220709	21	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7961148742	355.7959899	No Line	No Line	0.197	a20220709_00021_02_0001.sdf
20220709	22	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7961034225	345.7959899	CO	3 - 2	0.197	a20220709_00022_01_0001.sdf
20220709	22	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7961034225	355.7959899	No Line	No Line	0.197	a20220709_00022_02_0001.sdf
20220709	23	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.796093509	345.7959899	CO	3 - 2	0.197	a20220709_00023_01_0001.sdf
20220709	23	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.796093509	355.7959899	No Line	No Line	0.197	a20220709_00023_02_0001.sdf
20220709	24	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7960833834	345.7959899	CO	3 - 2	0.197	a20220709_00024_01_0001.sdf
20220709	24	JCMTCAL	GL1922	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7960833834	355.7959899	No Line	No Line	0.197	a20220709_00024_02_0001.sdf
20220709	25	JCMTCAL	16293-2422	16293-2422 12CO(3-2) 345.796	USB	1	250MHzx8192	340.7831347243	345.7959899	CO	3 - 2	0.197	a20220709_00025_01_0001.sdf
