utdate	obsnum	project	object	file_id	msbtitle	obs_sb	subsysnr	subbands	restfreq	molecule	transiti
20210603	17	JCMTCAL	IRC+10216	a20210603_00017_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210603	17	JCMTCAL	IRC+10216	a20210603_00017_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20210603	18	JCMTCAL	IRC+10216	a20210603_00018_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210603	18	JCMTCAL	IRC+10216	a20210603_00018_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20210603	19	JCMTCAL	IRC+10216	a20210603_00019_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210603	19	JCMTCAL	IRC+10216	a20210603_00019_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20210603	20	JCMTCAL	IRC+10216	a20210603_00020_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210603	20	JCMTCAL	IRC+10216	a20210603_00020_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20210603	21	JCMTCAL	IRC+10216	a20210603_00021_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210603	21	JCMTCAL	IRC+10216	a20210603_00021_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20210603	22	JCMTCAL	IRC+10216	a20210603_00022_01_0001.sdf	IRC+10216 12CO(3-2) 345.796 LSB 5GHz	LSB	1	250MHzx8192	345.7959899	CO	3 - 2
20210603	22	JCMTCAL	IRC+10216	a20210603_00022_02_0001.sdf	IRC+10216 12CO(3-2) 345.796 LSB 5GHz	LSB	2	1000MHzx2048	345.7959899	CO	3 - 2
20210603	22	JCMTCAL	IRC+10216	a20210603_00022_03_0001.sdf	IRC+10216 12CO(3-2) 345.796 LSB 5GHz	USB	3	250MHzx8192	355.7951227086	No Line	No Line
20210603	22	JCMTCAL	IRC+10216	a20210603_00022_04_0001.sdf	IRC+10216 12CO(3-2) 345.796 LSB 5GHz	USB	4	1000MHzx2048	355.7951227086	No Line	No Line
20210603	23	JCMTCAL	IRC+10216	a20210603_00023_01_0001.sdf	IRC+10216 C18O(3-2) 329.3306 LSB 5GHz	LSB	1	250MHzx8192	329.3305453	C-18-O	3 - 2
20210603	23	JCMTCAL	IRC+10216	a20210603_00023_02_0001.sdf	IRC+10216 C18O(3-2) 329.3306 LSB 5GHz	LSB	2	1000MHzx2048	329.3305453	C-18-O	3 - 2
20210603	23	JCMTCAL	IRC+10216	a20210603_00023_03_0001.sdf	IRC+10216 C18O(3-2) 329.3306 LSB 5GHz	USB	3	250MHzx8192	339.3296781086	No Line	No Line
20210603	23	JCMTCAL	IRC+10216	a20210603_00023_04_0001.sdf	IRC+10216 C18O(3-2) 329.3306 LSB 5GHz	USB	4	1000MHzx2048	339.3296781086	No Line	No Line
20210603	24	JCMTCAL	IRC+10216	a20210603_00024_01_0001.sdf	IRC+10216 13CO(3-2) 330.5881 LSB 5GHz	LSB	1	250MHzx8192	330.5879601	13-CO	3 - 2
20210603	24	JCMTCAL	IRC+10216	a20210603_00024_02_0001.sdf	IRC+10216 13CO(3-2) 330.5881 LSB 5GHz	LSB	2	1000MHzx2048	330.5879601	13-CO	3 - 2
20210603	24	JCMTCAL	IRC+10216	a20210603_00024_03_0001.sdf	IRC+10216 13CO(3-2) 330.5881 LSB 5GHz	USB	3	250MHzx8192	340.5870929086	No Line	No Line
20210603	24	JCMTCAL	IRC+10216	a20210603_00024_04_0001.sdf	IRC+10216 13CO(3-2) 330.5881 LSB 5GHz	USB	4	1000MHzx2048	340.5870929086	No Line	No Line
20210603	25	JCMTCAL	IRC+10216	a20210603_00025_01_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 LSB 5GHz	LSB	1	250MHzx8192	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20210603	25	JCMTCAL	IRC+10216	a20210603_00025_02_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 LSB 5GHz	LSB	2	1000MHzx2048	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20210603	25	JCMTCAL	IRC+10216	a20210603_00025_03_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 LSB 5GHz	USB	3	250MHzx8192	348.4078138086	No Line	No Line
20210603	25	JCMTCAL	IRC+10216	a20210603_00025_04_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 LSB 5GHz	USB	4	1000MHzx2048	348.4078138086	No Line	No Line
20210603	26	JCMTCAL	IRC+10216	a20210603_00026_01_0001.sdf	IRC+10216 CS(7-6) 342.8833 LSB 5GHz	LSB	1	250MHzx8192	342.883	CS	7 - 6
20210603	26	JCMTCAL	IRC+10216	a20210603_00026_02_0001.sdf	IRC+10216 CS(7-6) 342.8833 LSB 5GHz	LSB	2	1000MHzx2048	342.883	CS	7 - 6
20210603	26	JCMTCAL	IRC+10216	a20210603_00026_03_0001.sdf	IRC+10216 CS(7-6) 342.8833 LSB 5GHz	USB	3	250MHzx8192	352.8821328086	No Line	No Line
20210603	26	JCMTCAL	IRC+10216	a20210603_00026_04_0001.sdf	IRC+10216 CS(7-6) 342.8833 LSB 5GHz	USB	4	1000MHzx2048	352.8821328086	No Line	No Line
20210603	27	JCMTCAL	IRC+10216	a20210603_00027_01_0001.sdf	IRC+10216 HCN(4-3) 354.5055 LSB 5GHz	LSB	1	250MHzx8192	354.5054759	HCN	4 - 3
20210603	27	JCMTCAL	IRC+10216	a20210603_00027_02_0001.sdf	IRC+10216 HCN(4-3) 354.5055 LSB 5GHz	LSB	2	1000MHzx2048	354.5054759	HCN	4 - 3
20210603	27	JCMTCAL	IRC+10216	a20210603_00027_03_0001.sdf	IRC+10216 HCN(4-3) 354.5055 LSB 5GHz	USB	3	250MHzx8192	364.5046087086	No Line	No Line
20210603	27	JCMTCAL	IRC+10216	a20210603_00027_04_0001.sdf	IRC+10216 HCN(4-3) 354.5055 LSB 5GHz	USB	4	1000MHzx2048	364.5046087086	No Line	No Line
20210603	28	JCMTCAL	IRC+10216	a20210603_00028_01_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210603	28	JCMTCAL	IRC+10216	a20210603_00028_02_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20210603	29	JCMTCAL	IRC+10216	a20210603_00029_01_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210603	29	JCMTCAL	IRC+10216	a20210603_00029_02_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20210603	30	JCMTCAL	IRC+10216	a20210603_00030_01_0001.sdf	IRC+10216 12CO(3-2) 345.796 USB 5GHz	USB	1	250MHzx8192	345.7959899	CO	3 - 2
20210603	30	JCMTCAL	IRC+10216	a20210603_00030_02_0001.sdf	IRC+10216 12CO(3-2) 345.796 USB 5GHz	USB	2	1000MHzx2048	345.7959899	CO	3 - 2
20210603	30	JCMTCAL	IRC+10216	a20210603_00030_03_0001.sdf	IRC+10216 12CO(3-2) 345.796 USB 5GHz	LSB	3	250MHzx8192	335.7968570914	No Line	No Line
20210603	30	JCMTCAL	IRC+10216	a20210603_00030_04_0001.sdf	IRC+10216 12CO(3-2) 345.796 USB 5GHz	LSB	4	1000MHzx2048	335.7968570914	No Line	No Line
20210603	31	JCMTCAL	IRC+10216	a20210603_00031_01_0001.sdf	IRC+10216 C18O(3-2) 329.3306 USB 5GHz	USB	1	250MHzx8192	329.3305453	C-18-O	3 - 2
20210603	31	JCMTCAL	IRC+10216	a20210603_00031_02_0001.sdf	IRC+10216 C18O(3-2) 329.3306 USB 5GHz	USB	2	1000MHzx2048	329.3305453	C-18-O	3 - 2
20210603	31	JCMTCAL	IRC+10216	a20210603_00031_03_0001.sdf	IRC+10216 C18O(3-2) 329.3306 USB 5GHz	LSB	3	250MHzx8192	319.3314124914	No Line	No Line
20210603	31	JCMTCAL	IRC+10216	a20210603_00031_04_0001.sdf	IRC+10216 C18O(3-2) 329.3306 USB 5GHz	LSB	4	1000MHzx2048	319.3314124914	No Line	No Line
20210603	32	JCMTCAL	IRC+10216	a20210603_00032_01_0001.sdf	IRC+10216 13CO(3-2) 330.5881 USB 5GHz	USB	1	250MHzx8192	330.5879601	13-CO	3 - 2
20210603	32	JCMTCAL	IRC+10216	a20210603_00032_02_0001.sdf	IRC+10216 13CO(3-2) 330.5881 USB 5GHz	USB	2	1000MHzx2048	330.5879601	13-CO	3 - 2
20210603	32	JCMTCAL	IRC+10216	a20210603_00032_03_0001.sdf	IRC+10216 13CO(3-2) 330.5881 USB 5GHz	LSB	3	250MHzx8192	320.5888272914	No Line	No Line
20210603	32	JCMTCAL	IRC+10216	a20210603_00032_04_0001.sdf	IRC+10216 13CO(3-2) 330.5881 USB 5GHz	LSB	4	1000MHzx2048	320.5888272914	No Line	No Line
20210603	33	JCMTCAL	IRC+10216	a20210603_00033_01_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 USB 5GHz	USB	1	250MHzx8192	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20210603	33	JCMTCAL	IRC+10216	a20210603_00033_02_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 USB 5GHz	USB	2	1000MHzx2048	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20210603	33	JCMTCAL	IRC+10216	a20210603_00033_03_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 USB 5GHz	LSB	3	250MHzx8192	328.4095481914	No Line	No Line
20210603	33	JCMTCAL	IRC+10216	a20210603_00033_04_0001.sdf	IRC+10216 CH3OH(7-6) 338.4087 USB 5GHz	LSB	4	1000MHzx2048	328.4095481914	No Line	No Line
20210603	34	JCMTCAL	IRC+10216	a20210603_00034_01_0001.sdf	IRC+10216 CS(7-6) 342.8833 USB 5GHz	USB	1	250MHzx8192	342.883	CS	7 - 6
20210603	34	JCMTCAL	IRC+10216	a20210603_00034_02_0001.sdf	IRC+10216 CS(7-6) 342.8833 USB 5GHz	USB	2	1000MHzx2048	342.883	CS	7 - 6
20210603	34	JCMTCAL	IRC+10216	a20210603_00034_03_0001.sdf	IRC+10216 CS(7-6) 342.8833 USB 5GHz	LSB	3	250MHzx8192	332.8838671914	No Line	No Line
20210603	34	JCMTCAL	IRC+10216	a20210603_00034_04_0001.sdf	IRC+10216 CS(7-6) 342.8833 USB 5GHz	LSB	4	1000MHzx2048	332.8838671914	No Line	No Line
20210603	35	JCMTCAL	IRC+10216	a20210603_00035_01_0001.sdf	IRC+10216 HCN(4-3) 354.5055 USB 5GHz	USB	1	250MHzx8192	354.5054759	HCN	4 - 3
20210603	35	JCMTCAL	IRC+10216	a20210603_00035_02_0001.sdf	IRC+10216 HCN(4-3) 354.5055 USB 5GHz	USB	2	1000MHzx2048	354.5054759	HCN	4 - 3
20210603	35	JCMTCAL	IRC+10216	a20210603_00035_03_0001.sdf	IRC+10216 HCN(4-3) 354.5055 USB 5GHz	LSB	3	250MHzx8192	344.5063430914	No Line	No Line
