utdate	obsnum	project	object	file_id	msbtitle	obs_sb	subsysnr	subbands	restfreq	molecule	transiti
20210629	2	JCMTCAL	OMC1	a20210629_00002_01_0001.sdf	OMC1 C18O(3-2) 329.3306 LSB	LSB	1	250MHzx4096	329.3305453	C-18-O	3 - 2
20210629	2	JCMTCAL	OMC1	a20210629_00002_02_0001.sdf	OMC1 C18O(3-2) 329.3306 LSB	LSB	2	1000MHzx1024	329.3305453	C-18-O	3 - 2
20210629	2	JCMTCAL	OMC1	a20210629_00002_03_0001.sdf	OMC1 C18O(3-2) 329.3306 LSB	USB	3	250MHzx4096	341.3309455903	No Line	No Line
20210629	2	JCMTCAL	OMC1	a20210629_00002_04_0001.sdf	OMC1 C18O(3-2) 329.3306 LSB	USB	4	1000MHzx1024	341.3309455903	No Line	No Line
20210629	5	JCMTCAL	OMC1	a20210629_00005_01_0001.sdf	OMC1 C18O(3-2) 329.3306 USB	USB	1	250MHzx4096	329.3305453	C-18-O	3 - 2
20210629	5	JCMTCAL	OMC1	a20210629_00005_02_0001.sdf	OMC1 C18O(3-2) 329.3306 USB	USB	2	1000MHzx1024	329.3305453	C-18-O	3 - 2
20210629	5	JCMTCAL	OMC1	a20210629_00005_03_0001.sdf	OMC1 C18O(3-2) 329.3306 USB	LSB	3	250MHzx4096	317.3301450097	No Line	No Line
20210629	5	JCMTCAL	OMC1	a20210629_00005_04_0001.sdf	OMC1 C18O(3-2) 329.3306 USB	LSB	4	1000MHzx1024	317.3301450097	No Line	No Line
20210629	6	JCMTCAL	OMC1	a20210629_00006_01_0001.sdf	OMC1 HCN(4-3) 354.5055 USB	USB	1	250MHzx4096	354.5054759	HCN	4 - 3
20210629	6	JCMTCAL	OMC1	a20210629_00006_02_0001.sdf	OMC1 HCN(4-3) 354.5055 USB	USB	2	1000MHzx1024	354.5054759	HCN	4 - 3
20210629	6	JCMTCAL	OMC1	a20210629_00006_03_0001.sdf	OMC1 HCN(4-3) 354.5055 USB	LSB	3	250MHzx4096	342.5050756097	No Line	No Line
20210629	6	JCMTCAL	OMC1	a20210629_00006_04_0001.sdf	OMC1 HCN(4-3) 354.5055 USB	LSB	4	1000MHzx1024	342.5050756097	No Line	No Line
20210629	7	JCMTCAL	OMC1	a20210629_00007_01_0001.sdf	OMC1 HCO+(4-3) 356.73425 USB	USB	1	250MHzx4096	356.734288	HCO+ v=0	4 - 3
20210629	7	JCMTCAL	OMC1	a20210629_00007_02_0001.sdf	OMC1 HCO+(4-3) 356.73425 USB	USB	2	1000MHzx1024	356.734288	HCO+ v=0	4 - 3
20210629	7	JCMTCAL	OMC1	a20210629_00007_03_0001.sdf	OMC1 HCO+(4-3) 356.73425 USB	LSB	3	250MHzx4096	344.7338877097	No Line	No Line
20210629	7	JCMTCAL	OMC1	a20210629_00007_04_0001.sdf	OMC1 HCO+(4-3) 356.73425 USB	LSB	4	1000MHzx1024	344.7338877097	No Line	No Line
