utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20211208	1	M21BEC36	Arp220	Spectral range 9	LSB	1	1000MHzx1024	308.7292251448	301.9	No Line	No Line	0.137	a20211208_00001_01_0001.sdf
20211208	1	M21BEC36	Arp220	Spectral range 9	LSB	2	1000MHzx1024	308.7292251448	302.6998799349	No Line	No Line	0.137	a20211208_00001_02_0001.sdf
20211208	1	M21BEC36	Arp220	Spectral range 9	LSB	3	1000MHzx1024	308.7292251448	303.399774878	No Line	No Line	0.137	a20211208_00001_03_0001.sdf
20211208	1	M21BEC36	Arp220	Spectral range 9	LSB	4	1000MHzx1024	308.7292251448	304.199654813	No Line	No Line	0.137	a20211208_00001_04_0001.sdf
20211208	1	M21BEC36	Arp220	Spectral range 9	USB	5	1000MHzx1024	308.7292251448	315.5	No Line	No Line	0.137	a20211208_00001_05_0001.sdf
20211208	1	M21BEC36	Arp220	Spectral range 9	USB	6	1000MHzx1024	308.7292251448	314.6998799349	No Line	No Line	0.137	a20211208_00001_06_0001.sdf
20211208	1	M21BEC36	Arp220	Spectral range 9	USB	7	1000MHzx1024	308.7292251448	313.999774878	No Line	No Line	0.137	a20211208_00001_07_0001.sdf
20211208	1	M21BEC36	Arp220	Spectral range 9	USB	8	1000MHzx1024	308.7292251448	313.199654813	No Line	No Line	0.137	a20211208_00001_08_0001.sdf
20211208	2	JCMTCAL	G34.3	G34.3 12CO(3-2) 345.796	LSB	1	250MHzx8192	350.7344283028	345.7959899	CO	3 - 2	0.137	a20211208_00002_01_0001.sdf
20211208	2	JCMTCAL	G34.3	G34.3 12CO(3-2) 345.796	LSB	2	1000MHzx2048	350.7344283028	345.7959899	CO	3 - 2	0.137	a20211208_00002_02_0001.sdf
20211208	2	JCMTCAL	G34.3	G34.3 12CO(3-2) 345.796	USB	3	250MHzx8192	350.7344283028	355.7979249461	No Line	No Line	0.137	a20211208_00002_03_0001.sdf
20211208	2	JCMTCAL	G34.3	G34.3 12CO(3-2) 345.796	USB	4	1000MHzx2048	350.7344283028	355.7979249461	No Line	No Line	0.137	a20211208_00002_04_0001.sdf
