utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220206	1	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.6979111012	345.7959899	CO	3 - 2	0.097	a20220206_00001_01_0001.sdf
20220206	1	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.6979111012	355.7959899	No Line	No Line	0.097	a20220206_00001_02_0001.sdf
20220206	2	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.697905152	345.7959899	CO	3 - 2	0.097	a20220206_00002_01_0001.sdf
20220206	2	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.697905152	355.7959899	No Line	No Line	0.097	a20220206_00002_02_0001.sdf
20220206	3	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.6978995956	345.7959899	CO	3 - 2	0.115	a20220206_00003_01_0001.sdf
20220206	3	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.6978995956	355.7959899	No Line	No Line	0.115	a20220206_00003_02_0001.sdf
20220206	4	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.697893974	345.7959899	CO	3 - 2	0.115	a20220206_00004_01_0001.sdf
20220206	4	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.697893974	355.7959899	No Line	No Line	0.115	a20220206_00004_02_0001.sdf
20220206	5	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.6978888312	345.7959899	CO	3 - 2	0.115	a20220206_00005_01_0001.sdf
20220206	5	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.6978888312	355.7959899	No Line	No Line	0.115	a20220206_00005_02_0001.sdf
20220206	6	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.6978833724	345.7959899	CO	3 - 2	0.115	a20220206_00006_01_0001.sdf
20220206	6	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.6978833724	355.7959899	No Line	No Line	0.115	a20220206_00006_02_0001.sdf
20220206	7	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.6978783753	345.7959899	CO	3 - 2	0.115	a20220206_00007_01_0001.sdf
20220206	7	JCMTCAL	oCeti	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.6978783753	355.7959899	No Line	No Line	0.115	a20220206_00007_02_0001.sdf
20220206	8	JCMTCAL	URANUS	Uranus_Efficiency_335.8_345.8	USB	1	1000MHzx1024	340.7959899	345.7959899	CO	3 - 2	0.115	a20220206_00008_01_0001.sdf
20220206	8	JCMTCAL	URANUS	Uranus_Efficiency_335.8_345.8	LSB	2	1000MHzx1024	340.7959899	335.7959899	No Line	No Line	0.115	a20220206_00008_02_0001.sdf
20220206	9	JCMTCAL	CRL618	Aweoweo Point	LSB	1	1000MHzx2048	350.7824771794	345.7959899	CO	3 - 2	0.115	a20220206_00009_01_0001.sdf
20220206	9	JCMTCAL	CRL618	Aweoweo Point	USB	2	1000MHzx2048	350.7824771794	355.7959899	No Line	No Line	0.115	a20220206_00009_02_0001.sdf
20220206	10	JCMTCAL	CRL618	Aweoweo Point	LSB	1	1000MHzx2048	350.7824687062	345.7959899	CO	3 - 2	0.215	a20220206_00010_01_0001.sdf
20220206	10	JCMTCAL	CRL618	Aweoweo Point	USB	2	1000MHzx2048	350.7824687062	355.7959899	No Line	No Line	0.215	a20220206_00010_02_0001.sdf
