utdate	obsnum	project	object	file_id	msbtitle	obs_sb	subsysnr	subbands	restfreq	molecule	transiti
20211003	15	JCMTCAL	CRL2688	a20211003_00015_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20211003	15	JCMTCAL	CRL2688	a20211003_00015_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20211003	16	JCMTCAL	CRL2688	a20211003_00016_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20211003	16	JCMTCAL	CRL2688	a20211003_00016_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20211003	17	JCMTCAL	CRL2688	a20211003_00017_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20211003	17	JCMTCAL	CRL2688	a20211003_00017_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20211003	18	JCMTCAL	CRL2688	a20211003_00018_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20211003	18	JCMTCAL	CRL2688	a20211003_00018_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20211003	19	JCMTCAL	CRL2688	a20211003_00019_01_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20211003	19	JCMTCAL	CRL2688	a20211003_00019_02_0001.sdf	Aweoweo 5GHz Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20211003	20	JCMTCAL	W75N	a20211003_00020_01_0001.sdf	W75N 12CO(3-2) 345.796 LSB 5GHz	LSB	1	250MHzx8192	345.7959899	CO	3 - 2
20211003	20	JCMTCAL	W75N	a20211003_00020_02_0001.sdf	W75N 12CO(3-2) 345.796 LSB 5GHz	LSB	2	1000MHzx2048	345.7959899	CO	3 - 2
20211003	20	JCMTCAL	W75N	a20211003_00020_03_0001.sdf	W75N 12CO(3-2) 345.796 LSB 5GHz	USB	3	250MHzx8192	355.7964235521	No Line	No Line
20211003	20	JCMTCAL	W75N	a20211003_00020_04_0001.sdf	W75N 12CO(3-2) 345.796 LSB 5GHz	USB	4	1000MHzx2048	355.7964235521	No Line	No Line
20211003	21	JCMTCAL	W75N	a20211003_00021_01_0001.sdf	W75N C18O(3-2) 329.3306 LSB 5GHz	LSB	1	250MHzx8192	329.3305453	C-18-O	3 - 2
20211003	21	JCMTCAL	W75N	a20211003_00021_02_0001.sdf	W75N C18O(3-2) 329.3306 LSB 5GHz	LSB	2	1000MHzx2048	329.3305453	C-18-O	3 - 2
20211003	21	JCMTCAL	W75N	a20211003_00021_03_0001.sdf	W75N C18O(3-2) 329.3306 LSB 5GHz	USB	3	250MHzx8192	339.3309789521	No Line	No Line
20211003	21	JCMTCAL	W75N	a20211003_00021_04_0001.sdf	W75N C18O(3-2) 329.3306 LSB 5GHz	USB	4	1000MHzx2048	339.3309789521	No Line	No Line
20211003	22	JCMTCAL	W75N	a20211003_00022_01_0001.sdf	W75N 13CO(3-2) 330.5881 LSB 5GHz	LSB	1	250MHzx8192	330.5879601	13-CO	3 - 2
20211003	22	JCMTCAL	W75N	a20211003_00022_02_0001.sdf	W75N 13CO(3-2) 330.5881 LSB 5GHz	LSB	2	1000MHzx2048	330.5879601	13-CO	3 - 2
20211003	22	JCMTCAL	W75N	a20211003_00022_03_0001.sdf	W75N 13CO(3-2) 330.5881 LSB 5GHz	USB	3	250MHzx8192	340.5883937521	No Line	No Line
20211003	22	JCMTCAL	W75N	a20211003_00022_04_0001.sdf	W75N 13CO(3-2) 330.5881 LSB 5GHz	USB	4	1000MHzx2048	340.5883937521	No Line	No Line
20211003	23	JCMTCAL	W75N	a20211003_00023_01_0001.sdf	W75N CH3OH(7-6) 338.4087 LSB 5GHz	LSB	1	250MHzx8192	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20211003	23	JCMTCAL	W75N	a20211003_00023_02_0001.sdf	W75N CH3OH(7-6) 338.4087 LSB 5GHz	LSB	2	1000MHzx2048	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20211003	23	JCMTCAL	W75N	a20211003_00023_03_0001.sdf	W75N CH3OH(7-6) 338.4087 LSB 5GHz	USB	3	250MHzx8192	348.4091146521	No Line	No Line
20211003	23	JCMTCAL	W75N	a20211003_00023_04_0001.sdf	W75N CH3OH(7-6) 338.4087 LSB 5GHz	USB	4	1000MHzx2048	348.4091146521	No Line	No Line
20211003	24	JCMTCAL	W75N	a20211003_00024_01_0001.sdf	W75N CS(7-6) 342.8833 LSB 5GHz	LSB	1	250MHzx8192	342.883	CS	7 - 6
20211003	24	JCMTCAL	W75N	a20211003_00024_02_0001.sdf	W75N CS(7-6) 342.8833 LSB 5GHz	LSB	2	1000MHzx2048	342.883	CS	7 - 6
20211003	24	JCMTCAL	W75N	a20211003_00024_03_0001.sdf	W75N CS(7-6) 342.8833 LSB 5GHz	USB	3	250MHzx8192	352.8834336521	No Line	No Line
20211003	24	JCMTCAL	W75N	a20211003_00024_04_0001.sdf	W75N CS(7-6) 342.8833 LSB 5GHz	USB	4	1000MHzx2048	352.8834336521	No Line	No Line
20211003	25	JCMTCAL	W75N	a20211003_00025_01_0001.sdf	W75N HCN(4-3) 354.5055 LSB 5GHz	LSB	1	250MHzx8192	354.5054759	HCN	4 - 3
20211003	25	JCMTCAL	W75N	a20211003_00025_02_0001.sdf	W75N HCN(4-3) 354.5055 LSB 5GHz	LSB	2	1000MHzx2048	354.5054759	HCN	4 - 3
20211003	25	JCMTCAL	W75N	a20211003_00025_03_0001.sdf	W75N HCN(4-3) 354.5055 LSB 5GHz	USB	3	250MHzx8192	364.5059095521	No Line	No Line
20211003	25	JCMTCAL	W75N	a20211003_00025_04_0001.sdf	W75N HCN(4-3) 354.5055 LSB 5GHz	USB	4	1000MHzx2048	364.5059095521	No Line	No Line
20211003	26	JCMTCAL	CRL2688	a20211003_00026_01_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample) (1X)_done_20211002T194108	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20211003	26	JCMTCAL	CRL2688	a20211003_00026_02_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample) (1X)_done_20211002T194108	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20211003	27	JCMTCAL	CRL2688	a20211003_00027_01_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample) (1X)_done_20211002T194108	LSB	1	1000MHzx2048	345.7959899	CO	3 - 2
20211003	27	JCMTCAL	CRL2688	a20211003_00027_02_0001.sdf	Aweoweo 5GHz Point Focus-Z (7-sample) (1X)_done_20211002T194108	USB	2	1000MHzx2048	355.7959899	No Line	No Line
20211003	28	JCMTCAL	W75N	a20211003_00028_01_0001.sdf	W75N 12CO(3-2) 345.796 USB 5GHz	USB	1	250MHzx8192	345.7959899	CO	3 - 2
20211003	28	JCMTCAL	W75N	a20211003_00028_02_0001.sdf	W75N 12CO(3-2) 345.796 USB 5GHz	USB	2	1000MHzx2048	345.7959899	CO	3 - 2
20211003	28	JCMTCAL	W75N	a20211003_00028_03_0001.sdf	W75N 12CO(3-2) 345.796 USB 5GHz	LSB	3	250MHzx8192	335.7955562479	No Line	No Line
20211003	28	JCMTCAL	W75N	a20211003_00028_04_0001.sdf	W75N 12CO(3-2) 345.796 USB 5GHz	LSB	4	1000MHzx2048	335.7955562479	No Line	No Line
20211003	29	JCMTCAL	W75N	a20211003_00029_01_0001.sdf	W75N C18O(3-2) 329.3306 USB 5GHz	USB	1	250MHzx8192	329.3305453	C-18-O	3 - 2
20211003	29	JCMTCAL	W75N	a20211003_00029_02_0001.sdf	W75N C18O(3-2) 329.3306 USB 5GHz	USB	2	1000MHzx2048	329.3305453	C-18-O	3 - 2
20211003	29	JCMTCAL	W75N	a20211003_00029_03_0001.sdf	W75N C18O(3-2) 329.3306 USB 5GHz	LSB	3	250MHzx8192	319.3301116479	No Line	No Line
20211003	29	JCMTCAL	W75N	a20211003_00029_04_0001.sdf	W75N C18O(3-2) 329.3306 USB 5GHz	LSB	4	1000MHzx2048	319.3301116479	No Line	No Line
20211003	30	JCMTCAL	W75N	a20211003_00030_01_0001.sdf	W75N 13CO(3-2) 330.5881 USB 5GHz	USB	1	250MHzx8192	330.5879601	13-CO	3 - 2
20211003	30	JCMTCAL	W75N	a20211003_00030_02_0001.sdf	W75N 13CO(3-2) 330.5881 USB 5GHz	USB	2	1000MHzx2048	330.5879601	13-CO	3 - 2
20211003	30	JCMTCAL	W75N	a20211003_00030_03_0001.sdf	W75N 13CO(3-2) 330.5881 USB 5GHz	LSB	3	250MHzx8192	320.5875264479	No Line	No Line
20211003	30	JCMTCAL	W75N	a20211003_00030_04_0001.sdf	W75N 13CO(3-2) 330.5881 USB 5GHz	LSB	4	1000MHzx2048	320.5875264479	No Line	No Line
20211003	31	JCMTCAL	W75N	a20211003_00031_01_0001.sdf	W75N CH3OH(7-6) 338.4087 USB 5GHz	USB	1	250MHzx8192	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20211003	31	JCMTCAL	W75N	a20211003_00031_02_0001.sdf	W75N CH3OH(7-6) 338.4087 USB 5GHz	USB	2	1000MHzx2048	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0
20211003	31	JCMTCAL	W75N	a20211003_00031_03_0001.sdf	W75N CH3OH(7-6) 338.4087 USB 5GHz	LSB	3	250MHzx8192	328.4082473479	No Line	No Line
20211003	31	JCMTCAL	W75N	a20211003_00031_04_0001.sdf	W75N CH3OH(7-6) 338.4087 USB 5GHz	LSB	4	1000MHzx2048	328.4082473479	No Line	No Line
20211003	32	JCMTCAL	W75N	a20211003_00032_01_0001.sdf	W75N CS(7-6) 342.8833 USB 5GHz	USB	1	250MHzx8192	342.883	CS	7 - 6
20211003	32	JCMTCAL	W75N	a20211003_00032_02_0001.sdf	W75N CS(7-6) 342.8833 USB 5GHz	USB	2	1000MHzx2048	342.883	CS	7 - 6
20211003	32	JCMTCAL	W75N	a20211003_00032_03_0001.sdf	W75N CS(7-6) 342.8833 USB 5GHz	LSB	3	250MHzx8192	332.8825663479	No Line	No Line
20211003	32	JCMTCAL	W75N	a20211003_00032_04_0001.sdf	W75N CS(7-6) 342.8833 USB 5GHz	LSB	4	1000MHzx2048	332.8825663479	No Line	No Line
20211003	33	JCMTCAL	W75N	a20211003_00033_01_0001.sdf	W75N HCN(4-3) 354.5055 USB 5GHz	USB	1	250MHzx8192	354.5054759	HCN	4 - 3
20211003	33	JCMTCAL	W75N	a20211003_00033_02_0001.sdf	W75N HCN(4-3) 354.5055 USB 5GHz	USB	2	1000MHzx2048	354.5054759	HCN	4 - 3
20211003	33	JCMTCAL	W75N	a20211003_00033_03_0001.sdf	W75N HCN(4-3) 354.5055 USB 5GHz	LSB	3	250MHzx8192	344.5050422479	No Line	No Line
20211003	33	JCMTCAL	W75N	a20211003_00033_04_0001.sdf	W75N HCN(4-3) 354.5055 USB 5GHz	LSB	4	1000MHzx2048	344.5050422479	No Line	No Line
20211003	34	JCMTCAL	W75N	a20211003_00034_01_0001.sdf	W75N HCO+(4-3) 356.73425 USB 5GHz	USB	1	250MHzx8192	356.734288	HCO+ v=0	4 - 3
20211003	34	JCMTCAL	W75N	a20211003_00034_02_0001.sdf	W75N HCO+(4-3) 356.73425 USB 5GHz	USB	2	1000MHzx2048	356.734288	HCO+ v=0	4 - 3
