utdate	obsnum	project	object	file_id	msbtitle	obs_sb	subsysnr	subbands	restfreq	molecule	transiti
20210623	32	JCMTCAL	GL1922	a20210623_00032_01_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	USB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210623	32	JCMTCAL	GL1922	a20210623_00032_02_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	2	1000MHzx2048	333.7959899	No Line	No Line
20210623	33	JCMTCAL	GL1922	a20210623_00033_01_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	USB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210623	33	JCMTCAL	GL1922	a20210623_00033_02_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	2	1000MHzx2048	333.7959899	No Line	No Line
20210623	34	JCMTCAL	GL1922	a20210623_00034_01_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	USB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210623	34	JCMTCAL	GL1922	a20210623_00034_02_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	2	1000MHzx2048	333.7959899	No Line	No Line
20210623	35	JCMTCAL	GL1922	a20210623_00035_01_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	USB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210623	35	JCMTCAL	GL1922	a20210623_00035_02_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	2	1000MHzx2048	333.7959899	No Line	No Line
20210623	36	JCMTCAL	GL1922	a20210623_00036_01_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	USB	1	1000MHzx2048	345.7959899	CO	3 - 2
20210623	36	JCMTCAL	GL1922	a20210623_00036_02_0001.sdf	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	2	1000MHzx2048	333.7959899	No Line	No Line
20210623	37	JCMTCAL	16293-2422	a20210623_00037_01_0001.sdf	16293-2422 12CO(3-2) 345.796 LSB	LSB	1	250MHzx4096	345.7959899	CO	3 - 2
20210623	37	JCMTCAL	16293-2422	a20210623_00037_02_0001.sdf	16293-2422 12CO(3-2) 345.796 LSB	LSB	2	1000MHzx1024	345.7959899	CO	3 - 2
20210623	37	JCMTCAL	16293-2422	a20210623_00037_03_0001.sdf	16293-2422 12CO(3-2) 345.796 LSB	USB	3	250MHzx4096	357.7961500129	No Line	No Line
20210623	37	JCMTCAL	16293-2422	a20210623_00037_04_0001.sdf	16293-2422 12CO(3-2) 345.796 LSB	USB	4	1000MHzx1024	357.7961500129	No Line	No Line
20210623	38	JCMTCAL	16293-2422	a20210623_00038_01_0001.sdf	16293-2422 12CO(3-2) 345.796 USB	USB	1	250MHzx4096	345.7959899	CO	3 - 2
20210623	38	JCMTCAL	16293-2422	a20210623_00038_02_0001.sdf	16293-2422 12CO(3-2) 345.796 USB	USB	2	1000MHzx1024	345.7959899	CO	3 - 2
20210623	38	JCMTCAL	16293-2422	a20210623_00038_03_0001.sdf	16293-2422 12CO(3-2) 345.796 USB	LSB	3	250MHzx4096	333.7958297871	No Line	No Line
20210623	38	JCMTCAL	16293-2422	a20210623_00038_04_0001.sdf	16293-2422 12CO(3-2) 345.796 USB	LSB	4	1000MHzx1024	333.7958297871	No Line	No Line
20210623	39	JCMTCAL	MOON	a20210623_00039_01_0001.sdf	Moon 346.1	LSB	1	1000MHzx2048	346.2	No Line	No Line
20210623	39	JCMTCAL	MOON	a20210623_00039_02_0001.sdf	Moon 346.1	USB	2	1000MHzx2048	358.2	No Line	No Line
20210623	40	JCMTCAL	MOON	a20210623_00040_01_0001.sdf	Moon 290	LSB	1	1000MHzx2048	290	No Line	No Line
20210623	40	JCMTCAL	MOON	a20210623_00040_02_0001.sdf	Moon 290	USB	2	1000MHzx2048	302	No Line	No Line
20210623	41	JCMTCAL	MOON	a20210623_00041_01_0001.sdf	Moon 360	USB	1	1000MHzx2048	360	No Line	No Line
20210623	41	JCMTCAL	MOON	a20210623_00041_02_0001.sdf	Moon 360	LSB	2	1000MHzx2048	348	No Line	No Line
