utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220807	33	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7924893392	345.7959899	CO	3 - 2	0.157	a20220807_00033_01_0001.sdf
20220807	33	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7924893392	355.7959899	No Line	No Line	0.157	a20220807_00033_02_0001.sdf
20220807	34	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7924850053	345.7959899	CO	3 - 2	0.157	a20220807_00034_01_0001.sdf
20220807	34	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7924850053	355.7959899	No Line	No Line	0.157	a20220807_00034_02_0001.sdf
20220807	35	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.792479738	345.7959899	CO	3 - 2	0.165	a20220807_00035_01_0001.sdf
20220807	35	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.792479738	355.7959899	No Line	No Line	0.165	a20220807_00035_02_0001.sdf
20220807	36	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7924744704	345.7959899	CO	3 - 2	0.165	a20220807_00036_01_0001.sdf
20220807	36	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7924744704	355.7959899	No Line	No Line	0.165	a20220807_00036_02_0001.sdf
20220807	37	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7924689866	345.7959899	CO	3 - 2	0.165	a20220807_00037_01_0001.sdf
20220807	37	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7924689866	355.7959899	No Line	No Line	0.165	a20220807_00037_02_0001.sdf
20220807	38	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	LSB	1	250MHzx8192	350.7924643853	345.7959899	CO	3 - 2	0.154	a20220807_00038_01_0001.sdf
20220807	38	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	LSB	2	1000MHzx2048	350.7924643853	345.7959899	CO	3 - 2	0.154	a20220807_00038_02_0001.sdf
20220807	38	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	USB	3	250MHzx8192	350.7924643853	355.7968572419	No Line	No Line	0.154	a20220807_00038_03_0001.sdf
20220807	38	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	USB	4	1000MHzx2048	350.7924643853	355.7968572419	No Line	No Line	0.154	a20220807_00038_04_0001.sdf
20220807	39	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	LSB	1	250MHzx8192	334.3271796369	329.3305453	C-18-O	3 - 2	0.154	a20220807_00039_01_0001.sdf
20220807	39	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	LSB	2	1000MHzx2048	334.3271796369	329.3305453	C-18-O	3 - 2	0.154	a20220807_00039_02_0001.sdf
20220807	39	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	USB	3	250MHzx8192	334.3271796369	339.3314126419	No Line	No Line	0.154	a20220807_00039_03_0001.sdf
20220807	39	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	USB	4	1000MHzx2048	334.3271796369	339.3314126419	No Line	No Line	0.154	a20220807_00039_04_0001.sdf
20220807	40	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	LSB	1	250MHzx8192	335.5845734036	330.5879601	13-CO	3 - 2	0.145	a20220807_00040_01_0001.sdf
20220807	40	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	LSB	2	1000MHzx2048	335.5845734036	330.5879601	13-CO	3 - 2	0.145	a20220807_00040_02_0001.sdf
20220807	40	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	USB	3	250MHzx8192	335.5845734036	340.5888274419	No Line	No Line	0.145	a20220807_00040_03_0001.sdf
20220807	40	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	USB	4	1000MHzx2048	335.5845734036	340.5888274419	No Line	No Line	0.145	a20220807_00040_04_0001.sdf
20220807	41	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	LSB	1	250MHzx8192	343.4052056761	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0	0.145	a20220807_00041_01_0001.sdf
20220807	41	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	LSB	2	1000MHzx2048	343.4052056761	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0	0.145	a20220807_00041_02_0001.sdf
20220807	41	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	USB	3	250MHzx8192	343.4052056761	348.4095483419	No Line	No Line	0.145	a20220807_00041_03_0001.sdf
20220807	41	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	USB	4	1000MHzx2048	343.4052056761	348.4095483419	No Line	No Line	0.145	a20220807_00041_04_0001.sdf
20220807	42	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	LSB	1	250MHzx8192	347.8794699508	342.883	CS	7 - 6	0.153	a20220807_00042_01_0001.sdf
20220807	42	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	LSB	2	1000MHzx2048	347.8794699508	342.883	CS	7 - 6	0.153	a20220807_00042_02_0001.sdf
20220807	42	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	USB	3	250MHzx8192	347.8794699508	352.8838673419	No Line	No Line	0.153	a20220807_00042_03_0001.sdf
20220807	42	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	USB	4	1000MHzx2048	347.8794699508	352.8838673419	No Line	No Line	0.153	a20220807_00042_04_0001.sdf
20220807	43	JCMTCAL	NGC7027	NGC7027 HCN(4-3) 354.5055	LSB	1	250MHzx8192	359.5018169929	354.5054759	HCN	4 - 3	0.164	a20220807_00043_01_0001.sdf
20220807	43	JCMTCAL	NGC7027	NGC7027 HCN(4-3) 354.5055	LSB	2	1000MHzx2048	359.5018169929	354.5054759	HCN	4 - 3	0.164	a20220807_00043_02_0001.sdf
20220807	43	JCMTCAL	NGC7027	NGC7027 HCN(4-3) 354.5055	USB	3	250MHzx8192	359.5018169929	364.5063432419	No Line	No Line	0.164	a20220807_00043_03_0001.sdf
20220807	43	JCMTCAL	NGC7027	NGC7027 HCN(4-3) 354.5055	USB	4	1000MHzx2048	359.5018169929	364.5063432419	No Line	No Line	0.164	a20220807_00043_04_0001.sdf
20220807	44	JCMTCAL	NGC7027	NGC7027 HCO(4-3) 356.7343	LSB	1	250MHzx8192	361.730596648	356.734288	HCO+ v=0	4 - 3	0.164	a20220807_00044_01_0001.sdf
20220807	44	JCMTCAL	NGC7027	NGC7027 HCO(4-3) 356.7343	LSB	2	1000MHzx2048	361.730596648	356.734288	HCO+ v=0	4 - 3	0.164	a20220807_00044_02_0001.sdf
20220807	44	JCMTCAL	NGC7027	NGC7027 HCO(4-3) 356.7343	USB	3	250MHzx8192	361.730596648	366.7351553419	No Line	No Line	0.164	a20220807_00044_03_0001.sdf
20220807	44	JCMTCAL	NGC7027	NGC7027 HCO(4-3) 356.7343	USB	4	1000MHzx2048	361.730596648	366.7351553419	No Line	No Line	0.164	a20220807_00044_04_0001.sdf
20220807	45	JCMTCAL	NGC7027	Aweoweo Point Focus-Z (7-sample)	LSB	1	1000MHzx2048	350.7924028935	345.7959899	CO	3 - 2	0.165	a20220807_00045_01_0001.sdf
20220807	45	JCMTCAL	NGC7027	Aweoweo Point Focus-Z (7-sample)	USB	2	1000MHzx2048	350.7924028935	355.7959899	No Line	No Line	0.165	a20220807_00045_02_0001.sdf
20220807	46	JCMTCAL	NGC7027	Aweoweo Point Focus-Z (7-sample)	LSB	1	1000MHzx2048	350.7923950515	345.7959899	CO	3 - 2	0.165	a20220807_00046_01_0001.sdf
20220807	46	JCMTCAL	NGC7027	Aweoweo Point Focus-Z (7-sample)	USB	2	1000MHzx2048	350.7923950515	355.7959899	No Line	No Line	0.165	a20220807_00046_02_0001.sdf
20220807	47	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	USB	1	250MHzx8192	340.7923869901	345.7959899	CO	3 - 2	0.154	a20220807_00047_01_0001.sdf
20220807	47	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	USB	2	1000MHzx2048	340.7923869901	345.7959899	CO	3 - 2	0.154	a20220807_00047_02_0001.sdf
20220807	47	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	LSB	3	250MHzx8192	340.7923869901	335.7951225581	No Line	No Line	0.154	a20220807_00047_03_0001.sdf
20220807	47	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	LSB	4	1000MHzx2048	340.7923869901	335.7951225581	No Line	No Line	0.154	a20220807_00047_04_0001.sdf
20220807	48	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	USB	1	250MHzx8192	324.3271048993	329.3305453	C-18-O	3 - 2	0.154	a20220807_00048_01_0001.sdf
20220807	48	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	USB	2	1000MHzx2048	324.3271048993	329.3305453	C-18-O	3 - 2	0.154	a20220807_00048_02_0001.sdf
20220807	48	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	LSB	3	250MHzx8192	324.3271048993	319.3296779581	No Line	No Line	0.154	a20220807_00048_03_0001.sdf
20220807	48	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	LSB	4	1000MHzx2048	324.3271048993	319.3296779581	No Line	No Line	0.154	a20220807_00048_04_0001.sdf
20220807	49	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	USB	1	250MHzx8192	325.584497388	330.5879601	13-CO	3 - 2	0.143	a20220807_00049_01_0001.sdf
20220807	49	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	USB	2	1000MHzx2048	325.584497388	330.5879601	13-CO	3 - 2	0.143	a20220807_00049_02_0001.sdf
20220807	49	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	LSB	3	250MHzx8192	325.584497388	320.5870927581	No Line	No Line	0.143	a20220807_00049_03_0001.sdf
20220807	49	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	LSB	4	1000MHzx2048	325.584497388	320.5870927581	No Line	No Line	0.143	a20220807_00049_04_0001.sdf
20220807	50	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	USB	1	250MHzx8192	333.4051269152	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0	0.143	a20220807_00050_01_0001.sdf
20220807	50	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	USB	2	1000MHzx2048	333.4051269152	338.408681	CH3OH	7 0 7 +0 - 6 0 6 +0	0.143	a20220807_00050_02_0001.sdf
20220807	50	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	LSB	3	250MHzx8192	333.4051269152	328.4078136581	No Line	No Line	0.143	a20220807_00050_03_0001.sdf
20220807	50	JCMTCAL	NGC7027	NGC7027 CH3OH(7-6) 338.4087	LSB	4	1000MHzx2048	333.4051269152	328.4078136581	No Line	No Line	0.143	a20220807_00050_04_0001.sdf
20220807	51	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	USB	1	250MHzx8192	337.8793891431	342.883	CS	7 - 6	0.131	a20220807_00051_01_0001.sdf
20220807	51	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	USB	2	1000MHzx2048	337.8793891431	342.883	CS	7 - 6	0.131	a20220807_00051_02_0001.sdf
20220807	51	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	LSB	3	250MHzx8192	337.8793891431	332.8821326581	No Line	No Line	0.131	a20220807_00051_03_0001.sdf
20220807	51	JCMTCAL	NGC7027	NGC7027 CS(7-6) 342.8833	LSB	4	1000MHzx2048	337.8793891431	332.8821326581	No Line	No Line	0.131	a20220807_00051_04_0001.sdf
20220807	52	JCMTCAL	NGC7027	NGC7027 HCN(4-3) 354.5055	USB	1	250MHzx8192	349.5017325395	354.5054759	HCN	4 - 3	0.131	a20220807_00052_01_0001.sdf
