utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220813	55	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.843258393	345.7959899	CO	3 - 2	0.065	a20220813_00055_01_0001.sdf
20220813	55	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.843258393	355.7959899	No Line	No Line	0.065	a20220813_00055_02_0001.sdf
20220813	56	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8432529816	345.7959899	CO	3 - 2	0.071	a20220813_00056_01_0001.sdf
20220813	56	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8432529816	355.7959899	No Line	No Line	0.071	a20220813_00056_02_0001.sdf
20220813	57	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8432470342	345.7959899	CO	3 - 2	0.071	a20220813_00057_01_0001.sdf
20220813	57	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8432470342	355.7959899	No Line	No Line	0.071	a20220813_00057_02_0001.sdf
20220813	58	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.843241163	345.7959899	CO	3 - 2	0.077	a20220813_00058_01_0001.sdf
20220813	58	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.843241163	355.7959899	No Line	No Line	0.077	a20220813_00058_02_0001.sdf
20220813	59	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8432357051	345.7959899	CO	3 - 2	0.077	a20220813_00059_01_0001.sdf
20220813	59	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8432357051	355.7959899	No Line	No Line	0.077	a20220813_00059_02_0001.sdf
20220813	60	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.8432302134	345.7959899	CO	3 - 2	0.066	a20220813_00060_01_0001.sdf
20220813	60	JCMTCAL	CRL618	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.8432302134	355.7959899	No Line	No Line	0.066	a20220813_00060_02_0001.sdf
20220813	61	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	LSB	1	250MHzx8192	350.8435699945	345.7959899	CO	3 - 2	0.066	a20220813_00061_01_0001.sdf
20220813	61	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	LSB	2	1000MHzx2048	350.8435699945	345.7959899	CO	3 - 2	0.066	a20220813_00061_02_0001.sdf
20220813	61	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	USB	3	250MHzx8192	350.8435699945	355.7952561128	No Line	No Line	0.066	a20220813_00061_03_0001.sdf
20220813	61	JCMTCAL	CRL618	CRL618 12CO(3-2) 345.796	USB	4	1000MHzx2048	350.8435699945	355.7952561128	No Line	No Line	0.066	a20220813_00061_04_0001.sdf
20220813	62	M22BP057	NGC 1333 northern field	NGC1333 field 1 (along height)	LSB	1	250MHzx8192	284.5259579031	279.511701	N2H+	3 - 2	0.064	a20220813_00062_01_0001.sdf
20220813	62	M22BP057	NGC 1333 northern field	NGC1333 field 1 (along height)	LSB	1	250MHzx8192	284.5259579031	279.511701	N2H+	3 - 2	0.064	a20220813_00062_01_0002.sdf
20220813	62	M22BP057	NGC 1333 northern field	NGC1333 field 1 (along height)	USB	2	250MHzx8192	284.5259579031	289.5119345003	No Line	No Line	0.064	a20220813_00062_02_0001.sdf
20220813	62	M22BP057	NGC 1333 northern field	NGC1333 field 1 (along height)	USB	2	250MHzx8192	284.5259579031	289.5119345003	No Line	No Line	0.064	a20220813_00062_02_0002.sdf
20220813	63	JCMTCAL	CRL618	Aweoweo Point	LSB	1	1000MHzx2048	350.8430716012	345.7959899	CO	3 - 2	0.086	a20220813_00063_01_0001.sdf
