utdate	obsnum	project	object	msbtitle	obs_sb	subsysnr	subbands	lofreqs	restfreq	molecule	transiti	tau225st	file_id
20220817	38	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7891788576	345.7959899	CO	3 - 2	0.207	a20220817_00038_01_0001.sdf
20220817	38	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7891788576	355.7959899	No Line	No Line	0.207	a20220817_00038_02_0001.sdf
20220817	39	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7891700243	345.7959899	CO	3 - 2	0.201	a20220817_00039_01_0001.sdf
20220817	39	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7891700243	355.7959899	No Line	No Line	0.201	a20220817_00039_02_0001.sdf
20220817	40	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7891621878	345.7959899	CO	3 - 2	0.201	a20220817_00040_01_0001.sdf
20220817	40	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7891621878	355.7959899	No Line	No Line	0.201	a20220817_00040_02_0001.sdf
20220817	41	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7891540395	345.7959899	CO	3 - 2	0.185	a20220817_00041_01_0001.sdf
20220817	41	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7891540395	355.7959899	No Line	No Line	0.185	a20220817_00041_02_0001.sdf
20220817	42	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	LSB	1	1000MHzx2048	350.7891461314	345.7959899	CO	3 - 2	0.185	a20220817_00042_01_0001.sdf
20220817	42	JCMTCAL	NGC7027	Aweoweo Point Focus-ZXY Point (7-sample)	USB	2	1000MHzx2048	350.7891461314	355.7959899	No Line	No Line	0.185	a20220817_00042_02_0001.sdf
20220817	43	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	LSB	1	250MHzx8192	350.7891388351	345.7959899	CO	3 - 2	0.197	a20220817_00043_01_0001.sdf
20220817	43	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	LSB	2	1000MHzx2048	350.7891388351	345.7959899	CO	3 - 2	0.197	a20220817_00043_02_0001.sdf
20220817	43	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	USB	3	250MHzx8192	350.7891388351	355.7968572419	No Line	No Line	0.197	a20220817_00043_03_0001.sdf
20220817	43	JCMTCAL	NGC7027	NGC7027 12CO(3-2) 345.796	USB	4	1000MHzx2048	350.7891388351	355.7968572419	No Line	No Line	0.197	a20220817_00043_04_0001.sdf
20220817	44	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	LSB	1	250MHzx8192	334.3240103321	329.3305453	C-18-O	3 - 2	0.197	a20220817_00044_01_0001.sdf
20220817	44	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	LSB	2	1000MHzx2048	334.3240103321	329.3305453	C-18-O	3 - 2	0.197	a20220817_00044_02_0001.sdf
20220817	44	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	USB	3	250MHzx8192	334.3240103321	339.3314126419	No Line	No Line	0.197	a20220817_00044_03_0001.sdf
20220817	44	JCMTCAL	NGC7027	NGC7027 C18O(3-2) 329.3305453	USB	4	1000MHzx2048	334.3240103321	339.3314126419	No Line	No Line	0.197	a20220817_00044_04_0001.sdf
20220817	45	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	LSB	1	250MHzx8192	335.5813900162	330.5879601	13-CO	3 - 2	0.213	a20220817_00045_01_0001.sdf
20220817	45	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	LSB	2	1000MHzx2048	335.5813900162	330.5879601	13-CO	3 - 2	0.213	a20220817_00045_02_0001.sdf
20220817	45	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	USB	3	250MHzx8192	335.5813900162	340.5888274419	No Line	No Line	0.213	a20220817_00045_03_0001.sdf
20220817	45	JCMTCAL	NGC7027	NGC7027 13CO(3-2) 330.588	USB	4	1000MHzx2048	335.5813900162	340.5888274419	No Line	No Line	0.213	a20220817_00045_04_0001.sdf
