utdate	obsnum	project	object	file_id	msbtitle	obs_sb	subsysnr	subbands	restfreq	molecule	transiti
20210817	4	JCMTCAL	G34.3	a20210817_00004_01_0001.sdf	G34.3 13CO(3-2) 330.5881 USB	USB	1	250MHzx4096	330.5879601	13-CO	3 - 2
20210817	4	JCMTCAL	G34.3	a20210817_00004_02_0001.sdf	G34.3 13CO(3-2) 330.5881 USB	USB	2	1000MHzx1024	330.5879601	13-CO	3 - 2
20210817	4	JCMTCAL	G34.3	a20210817_00004_03_0001.sdf	G34.3 13CO(3-2) 330.5881 USB	LSB	3	250MHzx4096	318.5856380447	No Line	No Line
20210817	4	JCMTCAL	G34.3	a20210817_00004_04_0001.sdf	G34.3 13CO(3-2) 330.5881 USB	LSB	4	1000MHzx1024	318.5856380447	No Line	No Line
20210817	5	JCMTCAL	G34.3	a20210817_00005_01_0001.sdf	G34.3 H2CO(5-4) 362.736 USB 5GHz	USB	1	250MHzx8192	362.736048	H2CO	5 0 5 - 4 0 4
20210817	5	JCMTCAL	G34.3	a20210817_00005_02_0001.sdf	G34.3 H2CO(5-4) 362.736 USB 5GHz	USB	2	1000MHzx2048	362.736048	H2CO	5 0 5 - 4 0 4
20210817	5	JCMTCAL	G34.3	a20210817_00005_03_0001.sdf	G34.3 H2CO(5-4) 362.736 USB 5GHz	LSB	3	250MHzx8192	352.7341129539	No Line	No Line
20210817	5	JCMTCAL	G34.3	a20210817_00005_04_0001.sdf	G34.3 H2CO(5-4) 362.736 USB 5GHz	LSB	4	1000MHzx2048	352.7341129539	No Line	No Line
